antecedent,consequent,support,confidence
"Overall_Rating_3([0, 1]) AND Objectives_Met_1(1) AND Venue_Rating_2([0, 1])","Facilitator_Rating_2([0, 1]) AND Participant_Rating_2([0, 1]) AND Speaker_Rating_3([0, 1]) AND Overall_Rating_2([0, 1])",0.0782608695652174,1.0
Participant_Rating_1(0) AND Objectives_Met_2(1) AND Schedule_Rating_2(1),"Venue_Rating_3([0, 1]) AND Participant_Rating_2(0) AND Objectives_Met_3([0, 1]) AND Participant_Rating_3(1)",0.0782608695652174,1.0
"Venue_Rating_1([0, 1]) AND Objectives_Met_1(1)","Objectives_Met_3([0, 1]) AND Speaker_Rating_2([0, 1]) AND Overall_Rating_2([0, 1]) AND Venue_Rating_2([0, 1]) AND Overall_Rating_3([0, 1])",0.0782608695652174,1.0
"Venue_Rating_3([0, 1]) AND Objectives_Met_1(1) AND Speaker_Rating_3([0, 1]) AND Schedule_Rating_2([0, 1])","Overall_Rating_2([0, 1]) AND Venue_Rating_2([0, 1]) AND Allowance_Rating_3([0, 1])",0.0782608695652174,1.0
"Objectives_Met_2(1) AND Venue_Rating_3([0, 1]) AND Schedule_Rating_2(1)","Speaker_Rating_2([0, 1])",0.0782608695652174,1.0
"Speaker_Rating_3([0, 1]) AND Schedule_Rating_2(1) AND Venue_Rating_2([0, 1]) AND Venue_Rating_3(1) AND Objectives_Met_3(0) AND Participant_Rating_1([0, 1])","Overall_Rating_2([0, 1]) AND Objectives_Met_1([0, 1])",0.0782608695652174,1.0
"Overall_Rating_2(1) AND Speaker_Rating_3([0, 1]) AND Participant_Rating_1([0, 1]) AND Venue_Rating_3(1)","Participant_Rating_2(0) AND Overall_Rating_1(0) AND Venue_Rating_2([0, 1]) AND Facilitator_Rating_3([0, 1])",0.0782608695652174,1.0
"Overall_Rating_2(1) AND Objectives_Met_1([0, 1]) AND Speaker_Rating_3([0, 1]) AND Venue_Rating_3(1) AND Participant_Rating_1([0, 1])","Participant_Rating_2([0, 1]) AND Venue_Rating_1([0, 1])",0.0782608695652174,1.0
"Overall_Rating_2(1) AND Venue_Rating_3(1) AND Objectives_Met_1([0, 1])","Allowance_Rating_3([0, 1]) AND Overall_Rating_1(0) AND Participant_Rating_2([0, 1]) AND Overall_Rating_3([0, 1]) AND Venue_Rating_2([0, 1]) AND Allowance_Rating_2([0, 1])",0.0782608695652174,1.0
"Speaker_Rating_3([0, 1]) AND Overall_Rating_2([0, 1]) AND Venue_Rating_3([0, 1]) AND Objectives_Met_1(1)","Overall_Rating_3([0, 1]) AND Participant_Rating_1([0, 1]) AND Allowance_Rating_3([0, 1]) AND Participant_Rating_2([0, 1]) AND Overall_Rating_1(0) AND Allowance_Rating_2([0, 1])",0.0782608695652174,1.0
"Objectives_Met_1(1) AND Allowance_Rating_3(1) AND Venue_Rating_1([0, 1])","Overall_Rating_2([0, 1]) AND Schedule_Rating_2([0, 1])",0.0782608695652174,1.0
"Facilitator_Rating_2([0, 1]) AND Allowance_Rating_2(1) AND Objectives_Met_3(1)","Speaker_Rating_3([0, 1]) AND Venue_Rating_3([0, 1]) AND Venue_Rating_2([0, 1]) AND Overall_Rating_2([0, 1]) AND Participant_Rating_1([0, 1]) AND Overall_Rating_1([0, 1]) AND Objectives_Met_1([0, 1])",0.0782608695652174,1.0
Participant_Rating_2(0) AND Speaker_Rating_3(1) AND Allowance_Rating_2(1),"Participant_Rating_1([0, 1]) AND Participant_Rating_3([0, 1])",0.0782608695652174,1.0
"Objectives_Met_1(1) AND Overall_Rating_3([0, 1]) AND Schedule_Rating_2([0, 1]) AND Objectives_Met_3([0, 1]) AND Objectives_Met_2([0, 1])","Overall_Rating_2([0, 1]) AND Speaker_Rating_2([0, 1]) AND Participant_Rating_2([0, 1])",0.0782608695652174,1.0
"Objectives_Met_3([0, 1]) AND Speaker_Rating_3(0) AND Facilitator_Rating_3(1)","Speaker_Rating_2([0, 1]) AND Participant_Rating_2([0, 1]) AND Schedule_Rating_3([0, 1]) AND Venue_Rating_3(1) AND Overall_Rating_3([0, 1]) AND Allowance_Rating_2([0, 1])",0.06956521739130435,1.0
"Venue_Rating_3(0) AND Overall_Rating_2([0, 1]) AND Schedule_Rating_3(1) AND Objectives_Met_1([0, 1]) AND Schedule_Rating_2([0, 1])","Participant_Rating_2([0, 1]) AND Participant_Rating_3([0, 1])",0.06956521739130435,1.0
"Allowance_Rating_3([0, 1]) AND Objectives_Met_1(1) AND Venue_Rating_3(1) AND Schedule_Rating_2([0, 1]) AND Participant_Rating_1([0, 1]) AND Overall_Rating_3(1)","Participant_Rating_2([0, 1]) AND Facilitator_Rating_2([0, 1]) AND Overall_Rating_2([0, 1]) AND Allowance_Rating_2([0, 1])",0.06956521739130435,1.0
"Venue_Rating_3(1) AND Allowance_Rating_3(1) AND Participant_Rating_1([0, 1]) AND Objectives_Met_1(1) AND Speaker_Rating_3([0, 1]) AND Overall_Rating_2(0)","Schedule_Rating_2([0, 1]) AND Participant_Rating_2([0, 1])",0.06956521739130435,1.0
"Schedule_Rating_3(1) AND Speaker_Rating_3(0) AND Overall_Rating_1([0, 1])","Participant_Rating_2([0, 1]) AND Objectives_Met_3([0, 1]) AND Objectives_Met_2([0, 1]) AND Participant_Rating_1([0, 1])",0.06956521739130435,1.0
"Objectives_Met_1([0, 1]) AND Schedule_Rating_3(1) AND Venue_Rating_1([0, 1]) AND Speaker_Rating_2(1) AND Schedule_Rating_2([0, 1]) AND Venue_Rating_3(1) AND Participant_Rating_1(0)","Objectives_Met_2([0, 1])",0.06956521739130435,1.0
"Allowance_Rating_2([0, 1]) AND Speaker_Rating_2(1) AND Speaker_Rating_3([0, 1]) AND Facilitator_Rating_3(1) AND Participant_Rating_1([0, 1])","Participant_Rating_3([0, 1]) AND Schedule_Rating_2([0, 1])",0.06956521739130435,1.0
"Overall_Rating_2([0, 1]) AND Overall_Rating_3([0, 1]) AND Objectives_Met_1([0, 1]) AND Venue_Rating_3(0) AND Schedule_Rating_2([0, 1]) AND Schedule_Rating_3(0)","Venue_Rating_1([0, 1]) AND Speaker_Rating_2(0) AND Facilitator_Rating_2([0, 1])",0.06956521739130435,1.0
"Objectives_Met_1([0, 1]) AND Schedule_Rating_2(1) AND Speaker_Rating_3([0, 1])","Venue_Rating_3(1) AND Venue_Rating_2([0, 1])",0.26956521739130435,0.7948717948717948
"Venue_Rating_2([0, 1]) AND Schedule_Rating_3(0)","Venue_Rating_3(1) AND Objectives_Met_3([0, 1]) AND Venue_Rating_1(0)",0.26956521739130435,0.7948717948717948
"Venue_Rating_3(1) AND Allowance_Rating_3([0, 1]) AND Schedule_Rating_3(0) AND Objectives_Met_1([0, 1]) AND Schedule_Rating_2([0, 1]) AND Objectives_Met_2(1)","Overall_Rating_2([0, 1])",0.06086956521739131,1.0
"Facilitator_Rating_3(1) AND Allowance_Rating_2(1) AND Participant_Rating_2([0, 1]) AND Schedule_Rating_3([0, 1]) AND Venue_Rating_1([0, 1])","Overall_Rating_3([0, 1])",0.06086956521739131,1.0
"Speaker_Rating_2([0, 1]) AND Participant_Rating_2(1) AND Objectives_Met_2(0) AND Objectives_Met_1([0, 1]) AND Schedule_Rating_2([0, 1])","Facilitator_Rating_3([0, 1]) AND Venue_Rating_2([0, 1])",0.06086956521739131,1.0
"Facilitator_Rating_3([0, 1]) AND Overall_Rating_2([0, 1]) AND Objectives_Met_3(0) AND Venue_Rating_3(0)","Allowance_Rating_2([0, 1]) AND Objectives_Met_1([0, 1]) AND Participant_Rating_2([0, 1]) AND Participant_Rating_3(1) AND Overall_Rating_3([0, 1])",0.06086956521739131,1.0
"Facilitator_Rating_3([0, 1]) AND Overall_Rating_2([0, 1]) AND Objectives_Met_1([0, 1]) AND Participant_Rating_2(1)","Participant_Rating_3([0, 1]) AND Overall_Rating_1([0, 1]) AND Schedule_Rating_2([0, 1])",0.06086956521739131,1.0
"Speaker_Rating_3(1) AND Objectives_Met_3(1) AND Overall_Rating_2([0, 1]) AND Venue_Rating_2(1)","Allowance_Rating_2(0) AND Speaker_Rating_2([0, 1]) AND Facilitator_Rating_2([0, 1]) AND Participant_Rating_2([0, 1])",0.06086956521739131,1.0
"Venue_Rating_2(1) AND Overall_Rating_1([0, 1]) AND Objectives_Met_1(0) AND Speaker_Rating_3(1) AND Speaker_Rating_2([0, 1]) AND Objectives_Met_3(1)","Overall_Rating_3([0, 1]) AND Facilitator_Rating_2([0, 1]) AND Participant_Rating_2([0, 1]) AND Objectives_Met_2([0, 1])",0.06086956521739131,1.0
"Schedule_Rating_3([0, 1]) AND Participant_Rating_2(1) AND Venue_Rating_1([0, 1]) AND Allowance_Rating_2([0, 1]) AND Venue_Rating_2([0, 1]) AND Speaker_Rating_3([0, 1])","Speaker_Rating_2([0, 1]) AND Objectives_Met_3([0, 1]) AND Allowance_Rating_3([0, 1]) AND Objectives_Met_2([0, 1])",0.06086956521739131,1.0
"Venue_Rating_3(1) AND Schedule_Rating_2([0, 1]) AND Objectives_Met_1([0, 1]) AND Venue_Rating_1([0, 1]) AND Allowance_Rating_2(1) AND Overall_Rating_2([0, 1]) AND Schedule_Rating_3(1)","Participant_Rating_2([0, 1])",0.06086956521739131,1.0
"Overall_Rating_1([0, 1]) AND Objectives_Met_1([0, 1]) AND Schedule_Rating_2([0, 1]) AND Overall_Rating_2([0, 1]) AND Participant_Rating_2(1) AND Overall_Rating_3([0, 1]) AND Objectives_Met_3([0, 1])","Objectives_Met_2([0, 1]) AND Facilitator_Rating_3([0, 1])",0.06086956521739131,1.0
"Schedule_Rating_3(0) AND Overall_Rating_3([0, 1]) AND Schedule_Rating_2(1) AND Venue_Rating_3([0, 1]) AND Venue_Rating_1([0, 1]) AND Participant_Rating_2([0, 1]) AND Speaker_Rating_3(1)","Objectives_Met_1([0, 1]) AND Participant_Rating_1([0, 1]) AND Objectives_Met_2([0, 1]) AND Overall_Rating_2(0)",0.25217391304347825,0.8055555555555556
"Objectives_Met_3(1) AND Participant_Rating_2([0, 1]) AND Objectives_Met_2([0, 1]) AND Overall_Rating_2(0) AND Participant_Rating_3([0, 1]) AND Facilitator_Rating_3(0) AND Schedule_Rating_2([0, 1])",Participant_Rating_1(0) AND Overall_Rating_3(1),0.1565217391304348,0.9
"Facilitator_Rating_2([0, 1]) AND Objectives_Met_3([0, 1]) AND Objectives_Met_1(1) AND Schedule_Rating_2(0) AND Speaker_Rating_3([0, 1]) AND Facilitator_Rating_3([0, 1]) AND Allowance_Rating_3(1) AND Overall_Rating_1([0, 1]) AND Participant_Rating_3(1)","Venue_Rating_2([0, 1])",0.05217391304347826,1.0
"Overall_Rating_2([0, 1]) AND Overall_Rating_1([0, 1]) AND Participant_Rating_2(0) AND Objectives_Met_2([0, 1]) AND Schedule_Rating_3(1) AND Objectives_Met_1(1) AND Participant_Rating_3(1)","Schedule_Rating_2([0, 1])",0.05217391304347826,1.0
"Objectives_Met_3([0, 1]) AND Schedule_Rating_3([0, 1]) AND Facilitator_Rating_2(0) AND Speaker_Rating_3([0, 1]) AND Objectives_Met_1(1) AND Facilitator_Rating_3([0, 1]) AND Schedule_Rating_2([0, 1]) AND Overall_Rating_1([0, 1]) AND Allowance_Rating_3(1) AND Participant_Rating_3(1)","Venue_Rating_2([0, 1])",0.05217391304347826,1.0
"Objectives_Met_1([0, 1]) AND Participant_Rating_1([0, 1]) AND Participant_Rating_2([0, 1]) AND Objectives_Met_2(0) AND Speaker_Rating_2(1) AND Schedule_Rating_3(1)","Schedule_Rating_2([0, 1]) AND Objectives_Met_3([0, 1]) AND Overall_Rating_3(1) AND Venue_Rating_2([0, 1])",0.05217391304347826,1.0
"Overall_Rating_2([0, 1]) AND Speaker_Rating_2(1) AND Objectives_Met_3(1) AND Overall_Rating_1(0) AND Participant_Rating_3([0, 1])","Facilitator_Rating_3([0, 1]) AND Participant_Rating_2([0, 1]) AND Overall_Rating_3([0, 1]) AND Venue_Rating_2([0, 1])",0.05217391304347826,1.0
"Schedule_Rating_3(1) AND Participant_Rating_2(1) AND Allowance_Rating_2([0, 1]) AND Schedule_Rating_2([0, 1]) AND Objectives_Met_3([0, 1]) AND Objectives_Met_1([0, 1])","Objectives_Met_2([0, 1]) AND Participant_Rating_1([0, 1])",0.043478260869565216,1.0
"Speaker_Rating_2(0) AND Overall_Rating_2([0, 1]) AND Overall_Rating_3([0, 1]) AND Facilitator_Rating_2(0) AND Allowance_Rating_3([0, 1]) AND Overall_Rating_1([0, 1]) AND Objectives_Met_1(1) AND Schedule_Rating_2([0, 1])","Schedule_Rating_3([0, 1]) AND Participant_Rating_3([0, 1])",0.043478260869565216,1.0
"Speaker_Rating_3(0) AND Participant_Rating_3([0, 1]) AND Participant_Rating_2(0) AND Objectives_Met_3(0)","Speaker_Rating_2([0, 1]) AND Overall_Rating_3([0, 1]) AND Allowance_Rating_2([0, 1]) AND Overall_Rating_1([0, 1]) AND Overall_Rating_2([0, 1]) AND Venue_Rating_3([0, 1])",0.043478260869565216,1.0
Schedule_Rating_3(1) AND Participant_Rating_2(1) AND Allowance_Rating_3(1),"Venue_Rating_2([0, 1]) AND Schedule_Rating_2([0, 1]) AND Participant_Rating_3([0, 1])",0.034782608695652174,1.0
"Venue_Rating_3(0) AND Allowance_Rating_3([0, 1]) AND Speaker_Rating_2(0) AND Overall_Rating_3([0, 1]) AND Facilitator_Rating_2(1) AND Participant_Rating_2([0, 1]) AND Schedule_Rating_2([0, 1]) AND Objectives_Met_1([0, 1]) AND Overall_Rating_2([0, 1]) AND Schedule_Rating_3([0, 1])","Overall_Rating_1([0, 1])",0.034782608695652174,1.0
"Objectives_Met_1([0, 1]) AND Schedule_Rating_3(0) AND Overall_Rating_1([0, 1])","Venue_Rating_3([0, 1]) AND Objectives_Met_3([0, 1]) AND Overall_Rating_3(1) AND Overall_Rating_2([0, 1])",0.2608695652173913,0.7692307692307693
"Venue_Rating_1([0, 1]) AND Facilitator_Rating_2(0) AND Facilitator_Rating_3(1) AND Objectives_Met_2(1) AND Speaker_Rating_2(1) AND Speaker_Rating_3([0, 1])","Schedule_Rating_3([0, 1]) AND Schedule_Rating_2([0, 1])",0.02608695652173913,1.0
"Venue_Rating_3(0) AND Allowance_Rating_3(1) AND Participant_Rating_3([0, 1]) AND Overall_Rating_1([0, 1]) AND Objectives_Met_1([0, 1]) AND Overall_Rating_2([0, 1]) AND Participant_Rating_2(1)","Schedule_Rating_2([0, 1])",0.02608695652173913,1.0
"Objectives_Met_2(1) AND Facilitator_Rating_2(0) AND Facilitator_Rating_3(1) AND Speaker_Rating_2(1) AND Participant_Rating_3([0, 1]) AND Venue_Rating_1([0, 1])","Schedule_Rating_3([0, 1]) AND Overall_Rating_3([0, 1]) AND Speaker_Rating_3([0, 1])",0.02608695652173913,1.0
"Venue_Rating_3(0) AND Overall_Rating_2([0, 1]) AND Schedule_Rating_2(1) AND Facilitator_Rating_3(0)","Participant_Rating_2([0, 1]) AND Objectives_Met_1(0) AND Participant_Rating_3([0, 1])",0.02608695652173913,1.0
"Speaker_Rating_2(0) AND Participant_Rating_3([0, 1]) AND Overall_Rating_3([0, 1]) AND Overall_Rating_1([0, 1]) AND Participant_Rating_1(1) AND Venue_Rating_3([0, 1])",Facilitator_Rating_2(0),0.02608695652173913,1.0
"Venue_Rating_3(1) AND Objectives_Met_1([0, 1]) AND Venue_Rating_1([0, 1]) AND Objectives_Met_2(1) AND Speaker_Rating_2(1) AND Facilitator_Rating_3([0, 1]) AND Participant_Rating_3([0, 1])","Speaker_Rating_3([0, 1]) AND Overall_Rating_2(0)",0.02608695652173913,1.0
"Participant_Rating_1(1) AND Venue_Rating_1([0, 1])","Schedule_Rating_2([0, 1])",0.02608695652173913,1.0
"Objectives_Met_2([0, 1]) AND Speaker_Rating_2(0) AND Participant_Rating_1(1) AND Venue_Rating_3([0, 1])","Schedule_Rating_2([0, 1])",0.02608695652173913,1.0
"Overall_Rating_1([0, 1]) AND Objectives_Met_2(1) AND Facilitator_Rating_2(0) AND Facilitator_Rating_3([0, 1]) AND Speaker_Rating_2(1) AND Speaker_Rating_3([0, 1])","Schedule_Rating_3([0, 1]) AND Venue_Rating_2(0) AND Venue_Rating_1([0, 1]) AND Overall_Rating_3([0, 1])",0.02608695652173913,1.0
"Objectives_Met_1(0) AND Overall_Rating_2(1) AND Venue_Rating_3(0) AND Facilitator_Rating_3([0, 1]) AND Schedule_Rating_2(0)","Participant_Rating_2([0, 1])",0.02608695652173913,1.0
"Speaker_Rating_2(1) AND Facilitator_Rating_3(1) AND Objectives_Met_2(1) AND Venue_Rating_3([0, 1])","Schedule_Rating_3([0, 1]) AND Participant_Rating_3([0, 1]) AND Participant_Rating_2([0, 1]) AND Venue_Rating_1([0, 1])",0.02608695652173913,1.0
"Venue_Rating_1([0, 1]) AND Venue_Rating_3(1) AND Schedule_Rating_2([0, 1]) AND Participant_Rating_1(1) AND Objectives_Met_1([0, 1])","Speaker_Rating_3(1) AND Objectives_Met_2([0, 1]) AND Speaker_Rating_2([0, 1]) AND Facilitator_Rating_2([0, 1])",0.02608695652173913,1.0
"Objectives_Met_2([0, 1]) AND Venue_Rating_1([0, 1]) AND Speaker_Rating_2(1) AND Objectives_Met_3(0) AND Schedule_Rating_2(0)","Overall_Rating_3([0, 1]) AND Venue_Rating_2([0, 1])",0.02608695652173913,1.0
"Speaker_Rating_2(1) AND Participant_Rating_3([0, 1]) AND Objectives_Met_2(1) AND Participant_Rating_1(0)","Overall_Rating_3(1) AND Schedule_Rating_3([0, 1]) AND Venue_Rating_1([0, 1]) AND Facilitator_Rating_2(0)",0.02608695652173913,1.0
"Overall_Rating_2(1) AND Objectives_Met_3([0, 1]) AND Allowance_Rating_3(1) AND Participant_Rating_2([0, 1]) AND Participant_Rating_3([0, 1]) AND Objectives_Met_2(1)","Objectives_Met_1(0) AND Facilitator_Rating_3([0, 1]) AND Venue_Rating_2([0, 1])",0.02608695652173913,1.0
"Facilitator_Rating_2(1) AND Overall_Rating_2([0, 1]) AND Venue_Rating_1(0) AND Objectives_Met_1([0, 1]) AND Venue_Rating_3(0) AND Schedule_Rating_2([0, 1]) AND Participant_Rating_3([0, 1])","Participant_Rating_2([0, 1])",0.02608695652173913,1.0
"Participant_Rating_1(1) AND Venue_Rating_3(1) AND Venue_Rating_1([0, 1]) AND Objectives_Met_1([0, 1]) AND Speaker_Rating_3([0, 1]) AND Facilitator_Rating_3([0, 1])","Schedule_Rating_2([0, 1])",0.02608695652173913,1.0
"Participant_Rating_1([0, 1]) AND Venue_Rating_1([0, 1]) AND Schedule_Rating_2([0, 1]) AND Objectives_Met_1([0, 1]) AND Objectives_Met_2(1) AND Speaker_Rating_2(1) AND Venue_Rating_3(1) AND Speaker_Rating_3([0, 1]) AND Facilitator_Rating_2(0)","Participant_Rating_2([0, 1])",0.02608695652173913,1.0
Participant_Rating_1(1) AND Participant_Rating_2(0),"Overall_Rating_1(0) AND Schedule_Rating_2([0, 1])",0.02608695652173913,1.0
"Participant_Rating_1(1) AND Objectives_Met_1([0, 1]) AND Venue_Rating_1([0, 1]) AND Venue_Rating_3(1) AND Schedule_Rating_2([0, 1]) AND Facilitator_Rating_3([0, 1])","Speaker_Rating_3([0, 1])",0.02608695652173913,1.0
"Venue_Rating_1([0, 1]) AND Objectives_Met_2([0, 1]) AND Venue_Rating_2(1) AND Facilitator_Rating_3(0)",Participant_Rating_1(0),0.02608695652173913,1.0
"Objectives_Met_3([0, 1]) AND Speaker_Rating_2(1) AND Speaker_Rating_3([0, 1]) AND Objectives_Met_2(1) AND Overall_Rating_1([0, 1])",Allowance_Rating_2(0),0.02608695652173913,1.0
"Participant_Rating_1(1) AND Objectives_Met_1([0, 1]) AND Facilitator_Rating_3([0, 1]) AND Venue_Rating_3(1) AND Schedule_Rating_3([0, 1])","Venue_Rating_1([0, 1]) AND Speaker_Rating_3([0, 1])",0.02608695652173913,1.0
"Participant_Rating_1(1) AND Venue_Rating_3([0, 1]) AND Speaker_Rating_2([0, 1]) AND Venue_Rating_1([0, 1]) AND Participant_Rating_3([0, 1]) AND Speaker_Rating_3([0, 1])","Schedule_Rating_2([0, 1])",0.02608695652173913,1.0
"Venue_Rating_2(1) AND Speaker_Rating_2(0) AND Facilitator_Rating_2(1) AND Venue_Rating_3([0, 1]) AND Schedule_Rating_2([0, 1]) AND Participant_Rating_2(0) AND Overall_Rating_3(1) AND Objectives_Met_2([0, 1]) AND Allowance_Rating_3([0, 1]) AND Objectives_Met_1([0, 1]) AND Facilitator_Rating_3(0)","Participant_Rating_3(1) AND Overall_Rating_1([0, 1])",0.017391304347826087,1.0
"Allowance_Rating_3(1) AND Overall_Rating_1([0, 1]) AND Overall_Rating_2(1) AND Objectives_Met_1([0, 1]) AND Venue_Rating_2(1) AND Facilitator_Rating_2([0, 1])","Facilitator_Rating_3([0, 1]) AND Speaker_Rating_3([0, 1])",0.017391304347826087,1.0
"Schedule_Rating_2([0, 1]) AND Venue_Rating_2(1) AND Speaker_Rating_3([0, 1]) AND Objectives_Met_1([0, 1]) AND Venue_Rating_3([0, 1]) AND Venue_Rating_1([0, 1]) AND Facilitator_Rating_2(1) AND Overall_Rating_3(1)","Overall_Rating_1([0, 1]) AND Facilitator_Rating_3(0) AND Participant_Rating_2([0, 1])",0.017391304347826087,1.0
"Speaker_Rating_2([0, 1]) AND Facilitator_Rating_2(1) AND Venue_Rating_3([0, 1]) AND Schedule_Rating_2([0, 1]) AND Venue_Rating_2(1) AND Allowance_Rating_2(0) AND Overall_Rating_3(1) AND Overall_Rating_1([0, 1]) AND Facilitator_Rating_3(0) AND Objectives_Met_1([0, 1])","Overall_Rating_2([0, 1])",0.017391304347826087,1.0
Overall_Rating_1(1) AND Allowance_Rating_3(0),"Participant_Rating_2([0, 1]) AND Objectives_Met_3([0, 1]) AND Schedule_Rating_3([0, 1]) AND Facilitator_Rating_2([0, 1]) AND Objectives_Met_1([0, 1]) AND Participant_Rating_1([0, 1]) AND Schedule_Rating_2([0, 1])",0.017391304347826087,1.0
"Overall_Rating_2([0, 1]) AND Speaker_Rating_2(0) AND Overall_Rating_1(1) AND Facilitator_Rating_2([0, 1]) AND Objectives_Met_2([0, 1]) AND Participant_Rating_2([0, 1])","Facilitator_Rating_3(0) AND Overall_Rating_3([0, 1]) AND Objectives_Met_3([0, 1]) AND Allowance_Rating_3([0, 1]) AND Venue_Rating_3([0, 1]) AND Schedule_Rating_3([0, 1]) AND Objectives_Met_1([0, 1]) AND Schedule_Rating_2(1)",0.017391304347826087,1.0
"Facilitator_Rating_3([0, 1]) AND Speaker_Rating_3([0, 1]) AND Objectives_Met_1(1) AND Objectives_Met_3([0, 1]) AND Overall_Rating_1([0, 1]) AND Speaker_Rating_2(1)","Allowance_Rating_3(1) AND Venue_Rating_2([0, 1])",0.017391304347826087,1.0
"Overall_Rating_2([0, 1]) AND Speaker_Rating_2([0, 1]) AND Venue_Rating_3([0, 1]) AND Schedule_Rating_2(1) AND Facilitator_Rating_3(0) AND Venue_Rating_2(1) AND Overall_Rating_1([0, 1])","Objectives_Met_1(0) AND Participant_Rating_2([0, 1])",0.017391304347826087,1.0
"Speaker_Rating_2(1) AND Venue_Rating_1([0, 1]) AND Facilitator_Rating_2(0) AND Participant_Rating_3([0, 1]) AND Overall_Rating_3([0, 1]) AND Facilitator_Rating_3(1) AND Schedule_Rating_2(1)","Schedule_Rating_3([0, 1])",0.017391304347826087,1.0
"Objectives_Met_1(0) AND Facilitator_Rating_2([0, 1]) AND Venue_Rating_1(1) AND Objectives_Met_3([0, 1])","Venue_Rating_3([0, 1]) AND Venue_Rating_2([0, 1]) AND Overall_Rating_2([0, 1]) AND Overall_Rating_3([0, 1])",0.017391304347826087,1.0
"Overall_Rating_1([0, 1]) AND Venue_Rating_1(1)","Objectives_Met_3([0, 1]) AND Objectives_Met_1(0) AND Allowance_Rating_2([0, 1]) AND Overall_Rating_2([0, 1]) AND Venue_Rating_2([0, 1]) AND Overall_Rating_3([0, 1]) AND Speaker_Rating_2([0, 1])",0.017391304347826087,1.0
"Venue_Rating_3([0, 1]) AND Objectives_Met_1([0, 1]) AND Venue_Rating_1(1) AND Allowance_Rating_3([0, 1]) AND Speaker_Rating_3(1)","Overall_Rating_2([0, 1]) AND Participant_Rating_3([0, 1]) AND Participant_Rating_1([0, 1]) AND Objectives_Met_2([0, 1]) AND Participant_Rating_2([0, 1])",0.017391304347826087,1.0
"Venue_Rating_1(1) AND Facilitator_Rating_2([0, 1]) AND Speaker_Rating_2([0, 1])","Objectives_Met_3([0, 1]) AND Allowance_Rating_2([0, 1]) AND Overall_Rating_3([0, 1])",0.017391304347826087,1.0
"Overall_Rating_1(1) AND Objectives_Met_1([0, 1]) AND Venue_Rating_3([0, 1])","Participant_Rating_2([0, 1]) AND Venue_Rating_1([0, 1]) AND Objectives_Met_3([0, 1]) AND Overall_Rating_2([0, 1]) AND Facilitator_Rating_2([0, 1]) AND Participant_Rating_1([0, 1])",0.017391304347826087,1.0
"Venue_Rating_1(1) AND Objectives_Met_1([0, 1]) AND Overall_Rating_3([0, 1]) AND Speaker_Rating_3([0, 1]) AND Speaker_Rating_2([0, 1]) AND Schedule_Rating_2([0, 1]) AND Venue_Rating_3([0, 1])","Schedule_Rating_3([0, 1]) AND Facilitator_Rating_2([0, 1])",0.017391304347826087,1.0
"Overall_Rating_3([0, 1]) AND Speaker_Rating_3([0, 1]) AND Venue_Rating_1(1)","Allowance_Rating_2([0, 1]) AND Venue_Rating_2([0, 1]) AND Objectives_Met_2([0, 1])",0.017391304347826087,1.0
"Venue_Rating_3([0, 1]) AND Participant_Rating_2([0, 1]) AND Speaker_Rating_3([0, 1]) AND Venue_Rating_2(1) AND Overall_Rating_2(1)","Allowance_Rating_3([0, 1]) AND Objectives_Met_1([0, 1]) AND Allowance_Rating_2([0, 1])",0.017391304347826087,1.0
"Objectives_Met_1([0, 1]) AND Overall_Rating_1(1) AND Schedule_Rating_3(0)","Overall_Rating_2([0, 1]) AND Venue_Rating_1([0, 1]) AND Participant_Rating_2([0, 1]) AND Facilitator_Rating_2([0, 1]) AND Speaker_Rating_2(0)",0.017391304347826087,1.0
"Venue_Rating_1(1) AND Speaker_Rating_3([0, 1])","Venue_Rating_2([0, 1]) AND Participant_Rating_1([0, 1]) AND Objectives_Met_3(1)",0.017391304347826087,1.0
"Overall_Rating_1(1) AND Overall_Rating_3([0, 1]) AND Venue_Rating_2(0) AND Participant_Rating_1([0, 1]) AND Overall_Rating_2([0, 1])","Objectives_Met_1([0, 1])",0.017391304347826087,1.0
Objectives_Met_1(1) AND Schedule_Rating_2(1),"Venue_Rating_1([0, 1]) AND Objectives_Met_3(0) AND Speaker_Rating_3([0, 1]) AND Overall_Rating_3([0, 1]) AND Venue_Rating_3([0, 1]) AND Participant_Rating_1([0, 1]) AND Participant_Rating_3([0, 1])",0.017391304347826087,1.0
Venue_Rating_1(1),"Speaker_Rating_3([0, 1]) AND Objectives_Met_3([0, 1]) AND Participant_Rating_1([0, 1]) AND Overall_Rating_3([0, 1]) AND Venue_Rating_2([0, 1])",0.017391304347826087,1.0
"Venue_Rating_1(1) AND Objectives_Met_1([0, 1]) AND Venue_Rating_3([0, 1]) AND Overall_Rating_3([0, 1])","Schedule_Rating_2([0, 1])",0.017391304347826087,1.0
"Venue_Rating_1([0, 1]) AND Overall_Rating_1(1)","Venue_Rating_2([0, 1]) AND Participant_Rating_1(0) AND Objectives_Met_3([0, 1]) AND Overall_Rating_2([0, 1])",0.017391304347826087,1.0
